image_url,caption_title_and_reference_description,cleaned_caption
https://upload.wikimedia.org/wikipedia/commons/c/ce/Berney_Arms_railway_station_1.jpg,"Wherry Lines [SEP] Berney Arms, on the Wherry Lines, is one of the remotest and least-used stations in the country",Wherry Lines Berney Arms on the Wherry Lines is one of the remotest and leastused stations in the country
https://upload.wikimedia.org/wikipedia/commons/1/17/GuilfordF.jpg,Frank Guilford [SEP] ,Frank Guilford
https://upload.wikimedia.org/wikipedia/commons/0/0a/Vladimirskaya.jpg,"Eastern Orthodox theology [SEP] The Theotokos of Vladimir, one of the most venerated of Orthodox Christian icons of the Virgin Mary.",Eastern Orthodox theology The Theotokos of Vladimir one of the most venerated of Orthodox Christian icons of the Virgin Mary
http://upload.wikimedia.org/wikipedia/commons/b/b4/Uniform_tiling_552-t02.png,Uniform tilings in hyperbolic plane [SEP] ,Uniform tilings in hyperbolic plane
https://upload.wikimedia.org/wikipedia/commons/1/16/Tunnel_of_the_Killorglin_to_Valentia_Railway_13.jpg,Farranfore to Valencia Harbour Railway [SEP] Tunnels of the Killorglin to Valentia Railway,Farranfore to Valencia Harbour Railway Tunnels of the Killorglin to Valentia Railway
https://upload.wikimedia.org/wikipedia/commons/5/55/Zuchinni_1107.JPG,Flora of the Houtman Abrolhos [SEP] ,Flora of the Houtman Abrolhos
https://upload.wikimedia.org/wikipedia/commons/d/d6/Cardiak.jpg,Cardiak [SEP] Cardiak in 2016,Cardiak Cardiak in 2016
https://upload.wikimedia.org/wikipedia/commons/7/7c/AllocasuarinahuegelianaDistributionMap24.png,Allocasuarina huegeliana [SEP] ,Allocasuarina huegeliana
https://upload.wikimedia.org/wikipedia/commons/c/c7/Station_2_Boracay_April_2007.jpg,Boracay Convention Center [SEP] Boracay's White Beach,Boracay Convention Center Boracays White Beach
https://upload.wikimedia.org/wikipedia/commons/4/4b/Henrietta_Street_Area_-_Dublin_6005267401.jpg,"Robert King, 1st Baron Kingsborough [SEP] Town house
15 Henrietta Street, Dublin, August 2011",Robert King 1st Baron Kingsborough Town house 15 Henrietta Street Dublin August 2011
http://upload.wikimedia.org/wikipedia/commons/5/50/Wood_Duck_2%2C_St_James%27s_Park%2C_London_-_April_2012.jpg,England [SEP] Wood Duck in St James's Park,England Wood Duck in St Jamess Park
https://upload.wikimedia.org/wikipedia/commons/3/37/Dellusko.jpg,"Marcello Dell'Utri [SEP] Mafia convict Dell'Utri was sentenced to 7 years in prison, life ban from public office ex Art.416 § 1,4 and 6 c.p.",Marcello DellUtri Mafia convict DellUtri was sentenced to 7 years in prison life ban from public office ex Art416 14 and 6 cp
https://upload.wikimedia.org/wikipedia/commons/7/79/Paul_Bekker_%281925-27%29.jpg,Paul Bekker [SEP] Paul Bekker.,Paul Bekker Paul Bekker
https://upload.wikimedia.org/wikipedia/commons/1/13/Forrest_Chase_Perth.jpg,Forrest Chase [SEP] ,Forrest Chase
https://upload.wikimedia.org/wikipedia/commons/f/fb/%D0%9C%D0%B0%D0%BB%D1%8B%D0%B9_%D0%BB%D0%B8%D1%81%D1%82._%D0%9F%D0%BE%D1%87%D1%82%D0%BE%D0%B2%D1%8B%D0%B9_%D1%82%D1%80%D0%B0%D0%BD%D1%81%D0%BF%D0%BE%D1%80%D1%82%28%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9%29._Kyrgyz_Express_Post.jpg,"Kyrgyz Express Post [SEP] ""Postal transportation of Kyrgyzstan"" Minisheet, collective",Kyrgyz Express Post Postal transportation of Kyrgyzstan Minisheet collective
https://upload.wikimedia.org/wikipedia/commons/8/84/Parkwood_Picnic_Site_-_geograph.org.uk_-_408565.jpg,"Appledore, Kent [SEP] Park Wood Picnic Site",Appledore Kent Park Wood Picnic Site
https://upload.wikimedia.org/wikipedia/commons/6/65/Gray700.png,Dorsal nucleus of vagus nerve [SEP] #9 is vagus nerve and nucleus,Dorsal nucleus of vagus nerve 9 is vagus nerve and nucleus
https://upload.wikimedia.org/wikipedia/commons/b/b8/Herbie_Mann.jpg,"Jazz flute [SEP] Herbie Mann at the Eastman Theatre, Rochester, NY, in 1975",Jazz flute Herbie Mann at the Eastman Theatre Rochester NY in 1975
https://upload.wikimedia.org/wikipedia/commons/6/63/St.Peter_and_St.Paul%27s_church%2C_Caistor%2C_Lincs._-_geograph.org.uk_-_133399.jpg,Grade I listed buildings in West Lindsey [SEP] ,Grade I listed buildings in West Lindsey
https://upload.wikimedia.org/wikipedia/commons/d/d5/Neely_Nuclear_Reactor.jpg,Neely Nuclear Research Center [SEP] ,Neely Nuclear Research Center
http://upload.wikimedia.org/wikipedia/commons/6/61/Eristalinus_October_2007-6.jpg,Proboscis [SEP] A syrphid fly using its proboscis to reach the nectar of a flower,Proboscis A syrphid fly using its proboscis to reach the nectar of a flower
http://upload.wikimedia.org/wikipedia/commons/0/0e/PDB_1l1c_EBI.jpg,CAT RNA-binding domain [SEP] structure of the lict bacterial antiterminator protein in complex with its rna target,CAT RNAbinding domain structure of the lict bacterial antiterminator protein in complex with its rna target
https://upload.wikimedia.org/wikipedia/commons/6/60/EbenezerScroogeGrave.JPG,Shropshire [SEP] A 1984 film adaptation of A Christmas Carol was filmed in Shrewsbury. Scrooge's fictional grave remains in the churchyard of St. Chad's Church.,Shropshire A 1984 film adaptation of A Christmas Carol was filmed in Shrewsbury Scrooges fictional grave remains in the churchyard of St Chads Church
https://upload.wikimedia.org/wikipedia/commons/1/16/Octavio_Pizarro_.jpg,Octavio Pizarro [SEP] Octavio Pizarro,Octavio Pizarro Octavio Pizarro
https://upload.wikimedia.org/wikipedia/commons/7/7c/William_Penn%2C_The_Excellent_Priviledge_of_Liberty_and_Property_%281687%2C_title_page%3B_1897_reprint%29.jpg,"William Bradford (printer, born 1663) [SEP] Title page of The Excellent Privilege of Liberty and Property (1687, here reprinted in 1897), which was written by William Penn and published by William Bradford",William Bradford printer born 1663 Title page of The Excellent Privilege of Liberty and Property 1687 here reprinted in 1897 which was written by William Penn and published by William Bradford
https://upload.wikimedia.org/wikipedia/commons/2/20/Pachyodes_iterans.jpg,Lophophelma iterans [SEP] ,Lophophelma iterans
https://upload.wikimedia.org/wikipedia/commons/0/00/Zdonkow.jpg,Zdonków [SEP] Zdonków as seen from the Borkowice-Przysucha road,Zdonkw Zdonkw as seen from the BorkowicePrzysucha road
https://upload.wikimedia.org/wikipedia/commons/9/9e/George_L_Harrison.png,George L. Harrison [SEP] ,George L Harrison
https://upload.wikimedia.org/wikipedia/commons/3/3d/Noma_todai_s.jpg,Nomazaki Lighthouse [SEP] ,Nomazaki Lighthouse
https://upload.wikimedia.org/wikipedia/commons/e/ee/CEFCU_Spartan_Stadium.jpg,CEFCU Stadium [SEP] ,CEFCU Stadium
https://upload.wikimedia.org/wikipedia/en/1/19/SilverchairMS.jpg,MS Fest [SEP] Silverchair playing at MS Fest 2007,MS Fest Silverchair playing at MS Fest 2007
https://upload.wikimedia.org/wikipedia/commons/b/ba/Hildegard_von_Bingen.jpg,Women in the Catholic Church [SEP] Illumination from the Liber Scivias showing Doctor of the Church Hildegard of Bingen receiving a vision and dictating to her scribe and secretary,Women in the Catholic Church Illumination from the Liber Scivias showing Doctor of the Church Hildegard of Bingen receiving a vision and dictating to her scribe and secretary
https://upload.wikimedia.org/wikipedia/commons/0/03/2015_European_Artistic_Gymnastics_Championships_-_Balance_beam_-_Pauline_Schaefer_04.jpg,List of gymnasts [SEP] ,List of gymnasts
https://upload.wikimedia.org/wikipedia/commons/5/54/Frontier_Days_lobby_card_2.jpg,Bill Cody (actor) [SEP] Frontier Days lobby card,Bill Cody actor Frontier Days lobby card
https://upload.wikimedia.org/wikipedia/commons/4/4a/Die_Kultur_der_Renaissance_in_Italien.jpg,The Civilization of the Renaissance in Italy [SEP] The title page of an English translation,The Civilization of the Renaissance in Italy The title page of an English translation
https://upload.wikimedia.org/wikipedia/commons/4/48/S._clypeata.png,Squamacula [SEP] ,Squamacula
https://upload.wikimedia.org/wikipedia/commons/5/5f/Alitta_succinea_%28epitoke%29.jpg,Alitta succinea [SEP] ,Alitta succinea
https://upload.wikimedia.org/wikipedia/commons/a/af/St_Peter%27s_Church%2C_Edensor_-_Barker_family_memorial.JPG,"St Peter's Church, Edensor [SEP] ",St Peters Church Edensor
http://upload.wikimedia.org/wikipedia/commons/a/a2/Reporteros_p40.jpg,"XHTVM-TDT [SEP] Reporters for Proyecto 40, December 2006",XHTVMTDT Reporters for Proyecto 40 December 2006
https://upload.wikimedia.org/wikipedia/commons/7/71/Hillsborough_County_Florida_Incorporated_and_Unincorporated_areas_Dover_Highlighted.svg,"Dover, Florida [SEP] Location in Hillsborough County and the state of Florida",Dover Florida Location in Hillsborough County and the state of Florida
https://upload.wikimedia.org/wikipedia/commons/f/fb/Tennis_birthplace_Edgbaston.jpg,"History of tennis [SEP] Augurio Perera's house in Edgbaston, Birmingham, where he and Harry Gem first played the modern game of lawn tennis",History of tennis Augurio Pereras house in Edgbaston Birmingham where he and Harry Gem first played the modern game of lawn tennis
https://upload.wikimedia.org/wikipedia/commons/0/07/Carlisle_pupils.jpg,"American Indian boarding schools [SEP] Pupils at Carlisle Indian Industrial School, Pennsylvania (c. 1900)",American Indian boarding schools Pupils at Carlisle Indian Industrial School Pennsylvania c 1900
https://upload.wikimedia.org/wikipedia/commons/8/83/Edward_VII_at_Tooting_%28cropped%29.jpg,List of public art in the London Borough of Wandsworth [SEP] ,List of public art in the London Borough of Wandsworth
https://upload.wikimedia.org/wikipedia/commons/6/65/Spilocuscus_rufoniger_2012_stamp_of_Indonesia.jpg,Black-spotted cuscus [SEP] ,Blackspotted cuscus
https://upload.wikimedia.org/wikipedia/commons/b/b7/Bognor_Regis_railway_station_2017.jpg,Bognor Regis railway station [SEP] Bognor Regis station and pointwork,Bognor Regis railway station Bognor Regis station and pointwork
https://upload.wikimedia.org/wikipedia/commons/2/20/Coques_Equestrian_Portrait_of_a_Couple.jpg,Gonzales Coques [SEP] Coques equestrian portrait of a couple,Gonzales Coques Coques equestrian portrait of a couple
https://upload.wikimedia.org/wikipedia/commons/f/f7/Col._Ralph_Andrews_House.JPG,"National Register of Historic Places listings in White County, Arkansas [SEP] ",National Register of Historic Places listings in White County Arkansas
https://upload.wikimedia.org/wikipedia/commons/0/0a/Bogdan_Popovi%C4%87.jpg,Bogdan Popović [SEP] ,Bogdan Popovi
https://upload.wikimedia.org/wikipedia/commons/2/2f/Stroebel%2C_Burgerweeshuis_Amsterdam.jpg,Johannes Anthonie Balthasar Stroebel [SEP] ,Johannes Anthonie Balthasar Stroebel
https://upload.wikimedia.org/wikipedia/commons/b/ba/BlackStormPetrels.JPG,Black storm petrel [SEP] ,Black storm petrel
https://upload.wikimedia.org/wikipedia/commons/b/bd/Jim_Baxter_1907-1909.jpg,Jim Baxter (Australian footballer) [SEP] Baxter during his Collingwood career,Jim Baxter Australian footballer Baxter during his Collingwood career
https://upload.wikimedia.org/wikipedia/commons/a/af/Three_hutsuls_from_Verkhovyna_area.jpg,Hutsuls [SEP] ,Hutsuls
https://upload.wikimedia.org/wikipedia/commons/b/bf/Platyxanthus_crenulatus.jpg,Platyxanthus crenulatus [SEP] ,Platyxanthus crenulatus
https://upload.wikimedia.org/wikipedia/commons/e/e2/The_frontview_of_Toyota_YARIS_G_4WD_%285BA-MXPA10-AHFGB%29_with_GR_PARTS.jpg,Toyota Yaris [SEP] ,Toyota Yaris
https://upload.wikimedia.org/wikipedia/commons/0/0e/Toei-subway-S20-Shinozaki-station-platform-20190831-155303.jpg,Shinozaki Station [SEP] ,Shinozaki Station
https://upload.wikimedia.org/wikipedia/commons/3/33/YANNICK_AGNEL_a.jpg,List of French sportspeople [SEP] Yannick Agnel,List of French sportspeople Yannick Agnel
https://upload.wikimedia.org/wikipedia/commons/7/71/Pieni_nayttamo.jpg,Kaija Siren [SEP] ,Kaija Siren
https://upload.wikimedia.org/wikipedia/commons/8/8e/TaitaiWanRongJohnston.jpg,Isabel Ingram [SEP] Isabel Ingram (right) with Reginald Johnston and Wanrong in the Forbidden City.,Isabel Ingram Isabel Ingram right with Reginald Johnston and Wanrong in the Forbidden City
https://upload.wikimedia.org/wikipedia/commons/c/c5/LM-Takumi-Koube.jpg,Takumi Kobe [SEP] ,Takumi Kobe
https://upload.wikimedia.org/wikipedia/commons/b/bd/Red_Tower_2_%286810149614%29.jpg,"Saint Agatha's Tower [SEP] Southwest corner of the tower, with the rubble wall entrenchment in the foreground",Saint Agathas Tower Southwest corner of the tower with the rubble wall entrenchment in the foreground
https://upload.wikimedia.org/wikipedia/commons/f/f2/Findern_Derbyshire_Church.jpg,Benjamin Robinson [SEP] His first church in Findern (today),Benjamin Robinson His first church in Findern today
https://upload.wikimedia.org/wikipedia/commons/d/d7/C2019_y1-sky.png,C/2019 Y1 (ATLAS) [SEP] ,C2019 Y1 ATLAS
https://upload.wikimedia.org/wikipedia/commons/7/79/Petter_Solberg_-_2006_Cyprus_Rally_3.jpg,List of World Rally Championship Drivers' champions [SEP] Petter Solberg won the World Rally Championship in 2003.,List of World Rally Championship Drivers champions Petter Solberg won the World Rally Championship in 2003
https://upload.wikimedia.org/wikipedia/commons/9/91/Congregation_Beth_Israel_Worcester.JPG,"Congregation Beth Israel (Worcester, Massachusetts) [SEP] Synagogue building",Congregation Beth Israel Worcester Massachusetts Synagogue building
https://upload.wikimedia.org/wikipedia/commons/d/df/La_D%C3%A9fense_%40_Summit_%40_Eiffel_Tower_%40_Paris_%2834849668780%29.jpg,La Défense [SEP] ,La Dfense
https://upload.wikimedia.org/wikipedia/commons/2/20/The_quad.jpg,King's College School [SEP] The quadrangle,Kings College School The quadrangle
https://upload.wikimedia.org/wikipedia/commons/3/3a/Biogem_Ariano.jpeg,BioGeM [SEP] ,BioGeM
https://upload.wikimedia.org/wikipedia/commons/f/fb/PR_secondary_1.svg,"List of highways in Puerto Rico [SEP] Highway shields for primary, urban primary, secondary and tertiary sections of PR-1",List of highways in Puerto Rico Highway shields for primary urban primary secondary and tertiary sections of PR1
https://upload.wikimedia.org/wikipedia/commons/a/a8/%D0%A1%D0%B0%D0%B4_%283%29.jpg,Southern Federal University's botanical garden [SEP] ,Southern Federal Universitys botanical garden
https://upload.wikimedia.org/wikipedia/commons/2/2b/Agrilus_umrongso_holotype_-_ZooKeys-256-035-g001-3.jpeg,Agrilus [SEP] Agrilus umrongso holotype.,Agrilus Agrilus umrongso holotype
https://upload.wikimedia.org/wikipedia/commons/0/01/Aerial_view_of_Abilene_Kansas_09-04-2013.JPG,"Abilene, Kansas [SEP] Aerial view of Abilene (2013)",Abilene Kansas Aerial view of Abilene 2013
https://upload.wikimedia.org/wikipedia/commons/0/02/Brown-hooded_Parrot_2_Eduardo_Rivero.jpg,List of Psittaciformes by population [SEP] ,List of Psittaciformes by population
https://upload.wikimedia.org/wikipedia/commons/3/32/G-KSST_Agusta_AW169_With_G-KSSA_Explorer_MD900_Helicopters_%2824924528440%29.jpg,Air Ambulance Kent Surrey Sussex [SEP] G-KSSA and G-KSST,Air Ambulance Kent Surrey Sussex GKSSA and GKSST
https://upload.wikimedia.org/wikipedia/commons/4/4d/TfNSW_L.svg,Light rail in Sydney [SEP] System icon,Light rail in Sydney System icon
https://upload.wikimedia.org/wikipedia/commons/c/c5/Swissotel_The_Stamford.JPG,List of hotels in Singapore [SEP] ,List of hotels in Singapore
https://upload.wikimedia.org/wikipedia/commons/2/29/MAYA-g-log-cal-D10-Ok.svg,Glyph [SEP] Mayan glyph for Day 10 of the tzolkin calendar,Glyph Mayan glyph for Day 10 of the tzolkin calendar
https://upload.wikimedia.org/wikipedia/commons/1/11/Function_Rooms_Melbourne.jpg,Assembly hall [SEP] ,Assembly hall
https://upload.wikimedia.org/wikipedia/commons/0/0e/Pietro_Nardini_2.jpg,Pietro Nardini [SEP] Italian Composer and Violinist. Pietro Nardini,Pietro Nardini Italian Composer and Violinist Pietro Nardini
http://upload.wikimedia.org/wikipedia/commons/5/56/J.J.R._Macleod_ca._1928.png,John Macleod (physiologist) [SEP] J.J.R. Macleod ca. 1928,John Macleod physiologist JJR Macleod ca 1928
https://upload.wikimedia.org/wikipedia/commons/3/3b/Herz-Jesu-Kirche%2C_Berlin-Prenzlauer_Berg%2C_360x180%2C_160427%2C_ako.jpg,Sacred Heart Church (Berlin) [SEP] ,Sacred Heart Church Berlin
https://upload.wikimedia.org/wikipedia/commons/b/b5/Ucceatal_Sella_Carnizza_14072007_01.jpg,"Slavia Friulana [SEP] The Carnizza, linking the upper Torre Valley with the Resia Valley.",Slavia Friulana The Carnizza linking the upper Torre Valley with the Resia Valley
https://upload.wikimedia.org/wikipedia/commons/d/de/Bexley_Church_11.JPG,"Bexley, New South Wales [SEP] Bexley Congregational Fellowship church, Salvation Army",Bexley New South Wales Bexley Congregational Fellowship church Salvation Army
https://upload.wikimedia.org/wikipedia/commons/1/10/Razgrad_in_Bulgaria.svg,Razgrad Province [SEP] Location of Razgrad Province in Bulgaria,Razgrad Province Location of Razgrad Province in Bulgaria
https://upload.wikimedia.org/wikipedia/commons/a/a5/ESC2013_-_Greece_06_%28crop%29_%28cropped%29.jpg,Agathonas Iakovidis [SEP] ,Agathonas Iakovidis
https://upload.wikimedia.org/wikipedia/commons/a/a3/Brown-ramekin.jpg,Ramekin [SEP] A ramekin with a plain exterior,Ramekin A ramekin with a plain exterior
http://upload.wikimedia.org/wikipedia/commons/a/ab/2009-0805-MN-NewUlm-GrandHotel.jpg,"Grand Hotel (New Ulm, Minnesota) [SEP] ",Grand Hotel New Ulm Minnesota
https://upload.wikimedia.org/wikipedia/commons/5/5b/%C3%85rhus-Aros.jpg,Musikhuset Aarhus [SEP] ,Musikhuset Aarhus
